matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
sift,iris,AMF-Iris_impostor_2,kamal,anas,18,53,3,0,,False,,False,True,,"{""load_images"": 2.8147, ""preprocess"": 0.5279, ""masking"": 8.5791, ""feature_extraction_ms"": 91.9949, ""matching_ms"": 0.9033, ""match_impl_total"": 93.007, ""homography"": 0.0113, ""result_creation"": 0.0284}"
sift-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,444,509,9,4,0.4444,False,0.4073,False,True,0.0000,"{""load_images"": 1.405, ""preprocess"": 0.489, ""masking"": 8.2334, ""feature_extraction_ms"": 111.9537, ""matching_ms"": 13.6036, ""match_impl_total"": 126.0753, ""homography"": 3.7402, ""result_creation"": 0.0649}"
superglue,iris,AMF-Iris_impostor_2,kamal,anas,182,181,25,8,0.3200,False,0.3098,False,True,0.8143,"{""load_images"": 2.7095, ""preprocess"": 0.7951, ""masking"": 12.9007, ""inference_ms"": 92.9964, ""match_impl_total"": 97.7726, ""homography"": 12.9507, ""result_creation"": 0.0708}"
superglue-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,369,368,102,22,0.2157,True,0.2074,False,False,2.2740,"{""load_images"": 3.1136, ""preprocess"": 0.8999, ""masking"": 12.7286, ""inference_ms"": 123.9423, ""match_impl_total"": 134.9064, ""homography"": 52.0119, ""result_creation"": 0.12}"
sgmnet,iris,AMF-Iris_impostor_2,kamal,anas,1342,1314,51,8,0.1569,False,0.1519,False,True,1.2849,"{""load_images"": 1.3997, ""preprocess"": 0.5187, ""masking"": 8.463, ""feature_extraction_ms"": 163.7354, ""matching_ms"": 131.7097, ""match_impl_total"": 296.1747, ""homography"": 50.1431, ""result_creation"": 0.0667}"
sgmnet-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,1342,1314,182,10,0.0549,False,0.0540,False,True,1.0301,"{""load_images"": 2.0462, ""preprocess"": 0.221, ""masking"": 8.4258, ""feature_extraction_ms"": 172.2079, ""matching_ms"": 121.0981, ""match_impl_total"": 294.1101, ""homography"": 52.6326, ""result_creation"": 0.0666}"
aspanformer,iris,AMF-Iris_impostor_2,kamal,anas,211,211,211,85,0.4028,False,0.3935,False,True,1.9709,"{""load_images"": 2.0535, ""preprocess"": 0.0519, ""masking"": 8.5252, ""inference_ms"": 403.5963, ""match_impl_total"": 406.6818, ""homography"": 5.789, ""result_creation"": 0.0659}"
deepdetect,iris,AMF-Iris_impostor_2,kamal,anas,7177,9582,18,17,0.9444,True,0.9444,False,False,0.4820,"{""load_images"": 1.4722, ""preprocess"": 0.6174, ""masking"": 6.0662, ""cnn_inference_ms"": 21.3163, ""sift_descriptor_ms"": 56.8465, ""matching_ms"": 256.0064, ""match_impl_total"": 362.7397, ""homography"": 0.6321, ""result_creation"": 0.0677}"
loftr,iris,AMF-Iris_impostor_3,khaleel,ameer,417,417,417,75,0.1799,False,0.1711,False,True,2.5005,"{""load_images"": 1.3953, ""preprocess"": 0.2119, ""masking"": 8.3165, ""inference_ms"": 298.5694, ""match_impl_total"": 300.9947, ""homography"": 52.7161, ""result_creation"": 0.0635}"
orb,iris,AMF-Iris_impostor_3,khaleel,ameer,138,39,13,0,,False,,False,True,,"{""load_images"": 1.5081, ""preprocess"": 0.286, ""masking"": 8.1574, ""feature_extraction_ms"": 8.8436, ""matching_ms"": 0.3889, ""match_impl_total"": 9.3043, ""homography"": 1.9212, ""result_creation"": 0.0299}"
orb-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,3586,2340,45,0,,False,,False,True,,"{""load_images"": 1.6513, ""preprocess"": 0.2072, ""masking"": 8.5124, ""feature_extraction_ms"": 35.2245, ""matching_ms"": 54.0873, ""match_impl_total"": 89.4041, ""homography"": 51.3204, ""result_creation"": 0.0302}"
sift,iris,AMF-Iris_impostor_3,khaleel,ameer,47,17,8,4,0.5000,True,0.4583,False,False,0.0000,"{""load_images"": 1.9575, ""preprocess"": 0.2127, ""masking"": 8.4273, ""feature_extraction_ms"": 90.3962, ""matching_ms"": 0.5965, ""match_impl_total"": 91.1209, ""homography"": 2.389, ""result_creation"": 0.0641}"
sift-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,603,418,16,0,,False,,False,True,,"{""load_images"": 1.3247, ""preprocess"": 0.2072, ""masking"": 9.011, ""feature_extraction_ms"": 112.3848, ""matching_ms"": 14.1334, ""match_impl_total"": 127.1005, ""homography"": 14.511, ""result_creation"": 0.03}"
superglue,iris,AMF-Iris_impostor_3,khaleel,ameer,167,131,54,15,0.2778,False,0.2707,False,True,1.9430,"{""load_images"": 3.0054, ""preprocess"": 0.7914, ""masking"": 13.1738, ""inference_ms"": 90.1835, ""match_impl_total"": 95.3584, ""homography"": 22.5467, ""result_creation"": 0.0644}"
superglue-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,364,288,135,31,0.2296,True,0.2288,False,False,1.5684,"{""load_images"": 2.9485, ""preprocess"": 0.8167, ""masking"": 13.6224, ""inference_ms"": 114.2206, ""match_impl_total"": 119.2298, ""homography"": 48.2922, ""result_creation"": 0.074}"
sgmnet,iris,AMF-Iris_impostor_3,khaleel,ameer,1475,1542,96,11,0.1146,False,0.1131,False,True,0.7861,"{""load_images"": 2.942, ""preprocess"": 0.9419, ""masking"": 12.9252, ""feature_extraction_ms"": 170.06, ""matching_ms"": 147.136, ""match_impl_total"": 318.5322, ""homography"": 52.206, ""result_creation"": 0.0718}"
sgmnet-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,1475,1542,190,8,0.0421,False,0.0408,False,True,1.0258,"{""load_images"": 2.0928, ""preprocess"": 0.2435, ""masking"": 9.2137, ""feature_extraction_ms"": 156.6003, ""matching_ms"": 140.993, ""match_impl_total"": 298.3204, ""homography"": 51.0853, ""result_creation"": 0.0777}"
aspanformer,iris,AMF-Iris_impostor_3,khaleel,ameer,333,333,333,157,0.4715,True,0.4715,False,False,1.3265,"{""load_images"": 1.9938, ""preprocess"": 0.0514, ""masking"": 8.2137, ""inference_ms"": 417.8099, ""match_impl_total"": 421.0331, ""homography"": 3.389, ""result_creation"": 0.0661}"
deepdetect,iris,AMF-Iris_impostor_3,khaleel,ameer,8107,7411,3,0,,False,,False,True,,"{""load_images"": 1.8815, ""preprocess"": 0.6068, ""masking"": 5.8495, ""cnn_inference_ms"": 21.1374, ""sift_descriptor_ms"": 52.9414, ""matching_ms"": 233.3301, ""match_impl_total"": 335.5897, ""homography"": 0.0123, ""result_creation"": 0.0394}"
loftr,iris,AMF-Iris_impostor_4,kamal,marwan,57,57,57,17,0.2982,False,0.2935,False,True,1.7813,"{""load_images"": 2.5491, ""preprocess"": 0.5008, ""masking"": 9.316, ""inference_ms"": 243.3228, ""match_impl_total"": 246.0022, ""homography"": 17.4555, ""result_creation"": 0.0642}"
orb,iris,AMF-Iris_impostor_4,kamal,marwan,36,45,2,0,,False,,False,True,,"{""load_images"": 1.3214, ""preprocess"": 0.2096, ""masking"": 8.2658, ""feature_extraction_ms"": 8.2589, ""matching_ms"": 0.248, ""match_impl_total"": 8.5713, ""homography"": 0.0107, ""result_creation"": 0.0293}"
orb-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,2395,1568,28,0,,False,,False,True,,"{""load_images"": 1.3117, ""preprocess"": 0.2222, ""masking"": 8.0219, ""feature_extraction_ms"": 29.2234, ""matching_ms"": 24.6284, ""match_impl_total"": 53.9379, ""homography"": 35.7393, ""result_creation"": 0.0396}"
sift,iris,AMF-Iris_impostor_4,kamal,marwan,18,7,0,0,,False,,False,True,,"{""load_images"": 1.312, ""preprocess"": 0.206, ""masking"": 8.1042, ""feature_extraction_ms"": 93.372, ""matching_ms"": 0.1672, ""match_impl_total"": 93.6525, ""homography"": 0.0115, ""result_creation"": 0.0299}"
sift-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,444,199,11,0,,False,,False,True,,"{""load_images"": 1.9961, ""preprocess"": 0.2099, ""masking"": 8.3808, ""feature_extraction_ms"": 109.4189, ""matching_ms"": 8.5107, ""match_impl_total"": 118.1957, ""homography"": 7.7912, ""result_creation"": 0.0298}"
superglue,iris,AMF-Iris_impostor_4,kamal,marwan,182,133,8,6,0.7500,True,0.7039,False,False,1.6635,"{""load_images"": 1.6121, ""preprocess"": 0.2066, ""masking"": 8.1717, ""inference_ms"": 86.5373, ""match_impl_total"": 89.1464, ""homography"": 0.9036, ""result_creation"": 0.0643}"
superglue-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,369,279,95,23,0.2421,True,0.2419,False,False,1.5158,"{""load_images"": 1.8328, ""preprocess"": 0.2983, ""masking"": 8.2482, ""inference_ms"": 111.7909, ""match_impl_total"": 114.2175, ""homography"": 38.9519, ""result_creation"": 0.0633}"
sgmnet,iris,AMF-Iris_impostor_4,kamal,marwan,1342,1697,13,6,0.4615,True,0.4367,False,False,0.7376,"{""load_images"": 1.6493, ""preprocess"": 0.2104, ""masking"": 8.0389, ""feature_extraction_ms"": 154.545, ""matching_ms"": 141.0011, ""match_impl_total"": 296.254, ""homography"": 3.3605, ""result_creation"": 0.067}"
sgmnet-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,1342,1697,157,9,0.0573,False,0.0560,False,True,0.7197,"{""load_images"": 2.352, ""preprocess"": 0.2219, ""masking"": 8.7813, ""feature_extraction_ms"": 159.141, ""matching_ms"": 138.4876, ""match_impl_total"": 298.3503, ""homography"": 50.6628, ""result_creation"": 0.0675}"
aspanformer,iris,AMF-Iris_impostor_4,kamal,marwan,57,57,57,28,0.4912,True,0.4911,False,False,1.5048,"{""load_images"": 3.016, ""preprocess"": 0.0505, ""masking"": 8.7075, ""inference_ms"": 387.4701, ""match_impl_total"": 390.8428, ""homography"": 2.9155, ""result_creation"": 0.0668}"
deepdetect,iris,AMF-Iris_impostor_4,kamal,marwan,7177,8095,9,0,,False,,False,True,,"{""load_images"": 2.049, ""preprocess"": 0.6003, ""masking"": 6.0396, ""cnn_inference_ms"": 20.7491, ""sift_descriptor_ms"": 52.8167, ""matching_ms"": 232.9566, ""match_impl_total"": 333.8073, ""homography"": 0.6045, ""result_creation"": 0.0377}"
