matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
sgmnet-fingervein,finger,FV-USM_impostor_2,122,015,2000,1065,47,0,,False,,False,True,,"{""load_images"": 1.1038, ""preprocess"": 0.4381, ""masking"": 0.7068, ""feature_extraction_ms"": 105.0921, ""matching_ms"": 170.9701, ""match_impl_total"": 276.297, ""homography"": 52.0966, ""result_creation"": 0.0327}"
aspanformer,finger,FV-USM_impostor_2,122,015,6,6,6,5,0.8333,True,0.7768,False,False,0.2893,"{""load_images"": 1.0989, ""preprocess"": 0.0473, ""masking"": 0.3545, ""inference_ms"": 141.2338, ""match_impl_total"": 142.159, ""homography"": 0.717, ""result_creation"": 0.0659}"
deepdetect,finger,FV-USM_impostor_2,122,015,61865,27142,87,0,,False,,False,True,,"{""load_images"": 0.9372, ""preprocess"": 1.1994, ""masking"": 0.5567, ""cnn_inference_ms"": 21.0745, ""sift_descriptor_ms"": 277.2823, ""matching_ms"": 1511.2905, ""match_impl_total"": 1924.543, ""homography"": 52.6339, ""result_creation"": 0.0396}"
loftr,finger,FV-USM_impostor_3,093,015,36,36,36,9,0.2500,False,0.2440,False,True,1.2541,"{""load_images"": 1.0074, ""preprocess"": 0.3962, ""masking"": 0.524, ""inference_ms"": 68.049, ""match_impl_total"": 68.9813, ""homography"": 34.4593, ""result_creation"": 0.065}"
orb,finger,FV-USM_impostor_3,093,015,0,0,0,0,,False,,False,True,,"{""load_images"": 1.0023, ""preprocess"": 0.4495, ""masking"": 0.4797, ""feature_extraction_ms"": 1.7358, ""match_impl_total"": 1.7653, ""homography"": 0.011, ""result_creation"": 0.0299}"
orb-fingervein,finger,FV-USM_impostor_3,093,015,1624,2073,11,0,,False,,False,True,,"{""load_images"": 0.9335, ""preprocess"": 0.4079, ""masking"": 0.7331, ""feature_extraction_ms"": 13.4348, ""matching_ms"": 23.9844, ""match_impl_total"": 37.4972, ""homography"": 7.8558, ""result_creation"": 0.0303}"
sift,finger,FV-USM_impostor_3,093,015,10,7,0,0,,False,,False,True,,"{""load_images"": 0.9817, ""preprocess"": 0.3711, ""masking"": 0.51, ""feature_extraction_ms"": 21.6214, ""matching_ms"": 0.1389, ""match_impl_total"": 21.8579, ""homography"": 0.0118, ""result_creation"": 0.0308}"
sift-fingervein,finger,FV-USM_impostor_3,093,015,442,626,6,4,0.6667,True,0.6110,False,False,0.0000,"{""load_images"": 1.0099, ""preprocess"": 0.398, ""masking"": 0.4704, ""feature_extraction_ms"": 32.1724, ""matching_ms"": 14.8349, ""match_impl_total"": 47.4477, ""homography"": 0.9773, ""result_creation"": 0.0694}"
superglue,finger,FV-USM_impostor_3,093,015,403,388,22,9,0.4091,False,0.3903,False,True,1.9598,"{""load_images"": 1.1293, ""preprocess"": 0.4678, ""masking"": 0.5733, ""inference_ms"": 67.2736, ""match_impl_total"": 68.9192, ""homography"": 6.854, ""result_creation"": 0.0666}"
superglue-fingervein,finger,FV-USM_impostor_3,093,015,744,718,93,15,0.1613,True,0.1561,False,False,2.0791,"{""load_images"": 1.0261, ""preprocess"": 0.383, ""masking"": 0.5897, ""inference_ms"": 98.1784, ""match_impl_total"": 99.6606, ""homography"": 51.1719, ""result_creation"": 0.0688}"
sgmnet,finger,FV-USM_impostor_3,093,015,890,1094,5,4,0.8000,True,0.7332,False,False,0.0000,"{""load_images"": 1.0181, ""preprocess"": 0.3819, ""masking"": 0.4701, ""feature_extraction_ms"": 40.515, ""matching_ms"": 118.8684, ""match_impl_total"": 159.5955, ""homography"": 0.5569, ""result_creation"": 0.0664}"
sgmnet-fingervein,finger,FV-USM_impostor_3,093,015,890,1094,39,6,0.1538,False,0.1456,False,True,0.6197,"{""load_images"": 1.0445, ""preprocess"": 0.4541, ""masking"": 0.6011, ""feature_extraction_ms"": 40.2296, ""matching_ms"": 119.0222, ""match_impl_total"": 159.5645, ""homography"": 51.3451, ""result_creation"": 0.0667}"
aspanformer,finger,FV-USM_impostor_3,093,015,2,2,2,0,,False,,False,True,,"{""load_images"": 1.0212, ""preprocess"": 0.0477, ""masking"": 0.334, ""inference_ms"": 139.7067, ""match_impl_total"": 140.46, ""homography"": 0.0126, ""result_creation"": 0.0288}"
deepdetect,finger,FV-USM_impostor_3,093,015,20480,28569,33,16,0.4848,True,0.4848,False,False,2.1415,"{""load_images"": 0.9237, ""preprocess"": 1.0888, ""masking"": 0.5836, ""cnn_inference_ms"": 20.9109, ""sift_descriptor_ms"": 154.2998, ""matching_ms"": 765.8756, ""match_impl_total"": 1000.5187, ""homography"": 2.8121, ""result_creation"": 0.0675}"
loftr,finger,FV-USM_impostor_4,062,112,45,45,45,10,0.2222,False,0.2105,False,True,2.2290,"{""load_images"": 1.106, ""preprocess"": 0.4033, ""masking"": 0.5722, ""inference_ms"": 69.1605, ""match_impl_total"": 70.1733, ""homography"": 50.7894, ""result_creation"": 0.0676}"
orb,finger,FV-USM_impostor_4,062,112,1,0,0,0,,False,,False,True,,"{""load_images"": 1.029, ""preprocess"": 0.3724, ""masking"": 0.5702, ""feature_extraction_ms"": 2.2833, ""match_impl_total"": 2.313, ""homography"": 0.0107, ""result_creation"": 0.0298}"
orb-fingervein,finger,FV-USM_impostor_4,062,112,1864,267,55,0,,False,,False,True,,"{""load_images"": 0.9329, ""preprocess"": 0.3691, ""masking"": 0.6966, ""feature_extraction_ms"": 9.8074, ""matching_ms"": 6.5669, ""match_impl_total"": 16.4907, ""homography"": 15.4679, ""result_creation"": 0.0335}"
sift,finger,FV-USM_impostor_4,062,112,10,1,0,0,,False,,False,True,,"{""load_images"": 1.0542, ""preprocess"": 0.3884, ""masking"": 0.471, ""feature_extraction_ms"": 22.2099, ""match_impl_total"": 22.2486, ""homography"": 0.0119, ""result_creation"": 0.0336}"
sift-fingervein,finger,FV-USM_impostor_4,062,112,517,197,12,5,0.4167,False,0.3884,False,True,1.0309,"{""load_images"": 0.9883, ""preprocess"": 0.3739, ""masking"": 0.4678, ""feature_extraction_ms"": 26.8052, ""matching_ms"": 9.683, ""match_impl_total"": 36.7254, ""homography"": 5.397, ""result_creation"": 0.0663}"
superglue,finger,FV-USM_impostor_4,062,112,355,447,7,0,,False,,False,True,,"{""load_images"": 0.9826, ""preprocess"": 0.3725, ""masking"": 0.4714, ""inference_ms"": 67.2234, ""match_impl_total"": 74.6782, ""homography"": 0.8177, ""result_creation"": 0.0292}"
superglue-fingervein,finger,FV-USM_impostor_4,062,112,669,791,124,34,0.2742,True,0.2600,False,False,2.5646,"{""load_images"": 1.0283, ""preprocess"": 0.3951, ""masking"": 0.4872, ""inference_ms"": 100.2638, ""match_impl_total"": 102.0181, ""homography"": 23.8976, ""result_creation"": 0.0664}"
sgmnet,finger,FV-USM_impostor_4,062,112,1006,788,8,5,0.6250,True,0.5826,False,False,0.1407,"{""load_images"": 0.9769, ""preprocess"": 0.3716, ""masking"": 0.4811, ""feature_extraction_ms"": 38.8592, ""matching_ms"": 121.315, ""match_impl_total"": 160.3832, ""homography"": 1.2808, ""result_creation"": 0.067}"
sgmnet-fingervein,finger,FV-USM_impostor_4,062,112,1006,788,66,8,0.1212,False,0.1174,False,True,0.4403,"{""load_images"": 1.0871, ""preprocess"": 0.3853, ""masking"": 0.4922, ""feature_extraction_ms"": 37.4472, ""matching_ms"": 102.6797, ""match_impl_total"": 140.3449, ""homography"": 51.5296, ""result_creation"": 0.0683}"
aspanformer,finger,FV-USM_impostor_4,062,112,12,12,12,7,0.5833,True,0.5590,False,False,1.3012,"{""load_images"": 0.9841, ""preprocess"": 0.0458, ""masking"": 0.3245, ""inference_ms"": 137.6557, ""match_impl_total"": 138.4263, ""homography"": 1.6654, ""result_creation"": 0.0663}"
deepdetect,finger,FV-USM_impostor_4,062,112,7812,7385,20,12,0.6000,True,0.6000,False,False,1.5297,"{""load_images"": 0.8991, ""preprocess"": 1.0645, ""masking"": 0.744, ""cnn_inference_ms"": 20.9224, ""sift_descriptor_ms"": 49.6592, ""matching_ms"": 232.1354, ""match_impl_total"": 322.8959, ""homography"": 1.6052, ""result_creation"": 0.0673}"
