matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
sgmnet-fingervein,finger,FV-USM_impostor_2,122,015,2000,1065,47,0,,False,,False,True,,"{""load_images"": 1.1146, ""preprocess"": 0.531, ""masking"": 0.6395, ""feature_extraction_ms"": 54.4652, ""matching_ms"": 391.1303, ""match_impl_total"": 445.8347, ""homography"": 49.7249, ""result_creation"": 0.0314}"
aspanformer,finger,FV-USM_impostor_2,122,015,6,6,6,5,0.8333,True,0.7768,False,False,0.2893,"{""load_images"": 1.1137, ""preprocess"": 0.0494, ""masking"": 0.3318, ""inference_ms"": 214.7024, ""match_impl_total"": 215.6215, ""homography"": 0.7186, ""result_creation"": 0.0645}"
deepdetect,finger,FV-USM_impostor_2,122,015,61865,27142,87,0,,False,,False,True,,"{""load_images"": 0.9543, ""preprocess"": 1.0931, ""masking"": 0.5934, ""cnn_inference_ms"": 40.7578, ""sift_descriptor_ms"": 278.9539, ""matching_ms"": 1522.4846, ""match_impl_total"": 1957.395, ""homography"": 51.6058, ""result_creation"": 0.0372}"
loftr,finger,FV-USM_impostor_3,093,015,36,36,36,9,0.2500,False,0.2440,False,True,1.2541,"{""load_images"": 1.079, ""preprocess"": 0.3909, ""masking"": 0.5739, ""inference_ms"": 241.3664, ""match_impl_total"": 243.0185, ""homography"": 34.9941, ""result_creation"": 0.068}"
orb,finger,FV-USM_impostor_3,093,015,0,0,0,0,,False,,False,True,,"{""load_images"": 1.0262, ""preprocess"": 0.3774, ""masking"": 0.4893, ""feature_extraction_ms"": 1.8664, ""match_impl_total"": 1.8975, ""homography"": 0.0108, ""result_creation"": 0.0295}"
orb-fingervein,finger,FV-USM_impostor_3,093,015,1624,2073,11,0,,False,,False,True,,"{""load_images"": 1.2146, ""preprocess"": 0.3833, ""masking"": 0.7045, ""feature_extraction_ms"": 15.0026, ""matching_ms"": 24.4169, ""match_impl_total"": 39.5067, ""homography"": 8.8218, ""result_creation"": 0.0341}"
sift,finger,FV-USM_impostor_3,093,015,10,7,0,0,,False,,False,True,,"{""load_images"": 0.9745, ""preprocess"": 0.3689, ""masking"": 0.5052, ""feature_extraction_ms"": 23.6502, ""matching_ms"": 0.1452, ""match_impl_total"": 23.894, ""homography"": 0.0115, ""result_creation"": 0.0304}"
sift-fingervein,finger,FV-USM_impostor_3,093,015,442,626,6,4,0.6667,True,0.6110,False,False,0.0000,"{""load_images"": 0.9575, ""preprocess"": 0.4377, ""masking"": 0.4829, ""feature_extraction_ms"": 36.6333, ""matching_ms"": 15.1965, ""match_impl_total"": 52.3457, ""homography"": 0.9948, ""result_creation"": 0.0668}"
superglue,finger,FV-USM_impostor_3,093,015,403,388,22,9,0.4091,False,0.3903,False,True,1.9598,"{""load_images"": 1.1999, ""preprocess"": 0.565, ""masking"": 0.77, ""inference_ms"": 138.9617, ""match_impl_total"": 141.0327, ""homography"": 6.9154, ""result_creation"": 0.0646}"
superglue-fingervein,finger,FV-USM_impostor_3,093,015,744,718,93,15,0.1613,True,0.1561,False,False,2.0791,"{""load_images"": 1.0355, ""preprocess"": 0.4647, ""masking"": 0.5795, ""inference_ms"": 332.3943, ""match_impl_total"": 334.9242, ""homography"": 50.7888, ""result_creation"": 0.0697}"
sgmnet,finger,FV-USM_impostor_3,093,015,890,1094,5,4,0.8000,True,0.7332,False,False,0.0000,"{""load_images"": 1.0132, ""preprocess"": 0.3731, ""masking"": 0.5618, ""feature_extraction_ms"": 48.0189, ""matching_ms"": 223.2082, ""match_impl_total"": 271.4436, ""homography"": 0.7734, ""result_creation"": 0.0769}"
sgmnet-fingervein,finger,FV-USM_impostor_3,093,015,890,1094,39,6,0.1538,False,0.1456,False,True,0.6197,"{""load_images"": 1.0137, ""preprocess"": 0.3684, ""masking"": 0.4822, ""feature_extraction_ms"": 42.0188, ""matching_ms"": 235.0722, ""match_impl_total"": 277.3069, ""homography"": 51.0642, ""result_creation"": 0.0686}"
aspanformer,finger,FV-USM_impostor_3,093,015,2,2,2,0,,False,,False,True,,"{""load_images"": 0.9904, ""preprocess"": 0.0479, ""masking"": 0.3139, ""inference_ms"": 216.1264, ""match_impl_total"": 216.9865, ""homography"": 0.0145, ""result_creation"": 0.0307}"
deepdetect,finger,FV-USM_impostor_3,093,015,20480,28569,33,16,0.4848,True,0.4848,False,False,2.1415,"{""load_images"": 1.0008, ""preprocess"": 1.1162, ""masking"": 0.5199, ""cnn_inference_ms"": 41.0146, ""sift_descriptor_ms"": 154.5819, ""matching_ms"": 770.8786, ""match_impl_total"": 1026.732, ""homography"": 2.8157, ""result_creation"": 0.0657}"
loftr,finger,FV-USM_impostor_4,062,112,45,45,45,10,0.2222,False,0.2105,False,True,2.2290,"{""load_images"": 1.0573, ""preprocess"": 0.3944, ""masking"": 0.6129, ""inference_ms"": 244.6823, ""match_impl_total"": 246.0078, ""homography"": 50.6446, ""result_creation"": 0.0655}"
orb,finger,FV-USM_impostor_4,062,112,1,0,0,0,,False,,False,True,,"{""load_images"": 1.0129, ""preprocess"": 0.3682, ""masking"": 0.5169, ""feature_extraction_ms"": 2.3406, ""match_impl_total"": 2.3723, ""homography"": 0.0106, ""result_creation"": 0.0284}"
orb-fingervein,finger,FV-USM_impostor_4,062,112,1864,267,55,0,,False,,False,True,,"{""load_images"": 1.2587, ""preprocess"": 0.3836, ""masking"": 0.5972, ""feature_extraction_ms"": 11.9268, ""matching_ms"": 7.9054, ""match_impl_total"": 19.9312, ""homography"": 15.9817, ""result_creation"": 0.0329}"
sift,finger,FV-USM_impostor_4,062,112,10,1,0,0,,False,,False,True,,"{""load_images"": 0.9979, ""preprocess"": 0.3676, ""masking"": 0.5126, ""feature_extraction_ms"": 23.6421, ""match_impl_total"": 23.6827, ""homography"": 0.0118, ""result_creation"": 0.0327}"
sift-fingervein,finger,FV-USM_impostor_4,062,112,517,197,12,5,0.4167,False,0.3884,False,True,1.0309,"{""load_images"": 1.0978, ""preprocess"": 0.3841, ""masking"": 0.5443, ""feature_extraction_ms"": 33.7384, ""matching_ms"": 10.1601, ""match_impl_total"": 44.191, ""homography"": 5.3083, ""result_creation"": 0.0664}"
superglue,finger,FV-USM_impostor_4,062,112,355,447,7,0,,False,,False,True,,"{""load_images"": 1.1733, ""preprocess"": 0.3793, ""masking"": 0.5967, ""inference_ms"": 135.4942, ""match_impl_total"": 143.6472, ""homography"": 0.8492, ""result_creation"": 0.0302}"
superglue-fingervein,finger,FV-USM_impostor_4,062,112,669,791,124,34,0.2742,True,0.2600,False,False,2.5646,"{""load_images"": 1.1664, ""preprocess"": 0.4905, ""masking"": 0.5817, ""inference_ms"": 339.8616, ""match_impl_total"": 342.1288, ""homography"": 24.0147, ""result_creation"": 0.0654}"
sgmnet,finger,FV-USM_impostor_4,062,112,1006,788,8,5,0.6250,True,0.5826,False,False,0.1407,"{""load_images"": 1.1713, ""preprocess"": 0.4484, ""masking"": 0.6039, ""feature_extraction_ms"": 41.8319, ""matching_ms"": 198.6677, ""match_impl_total"": 240.7182, ""homography"": 1.3008, ""result_creation"": 0.0687}"
sgmnet-fingervein,finger,FV-USM_impostor_4,062,112,1006,788,66,8,0.1212,False,0.1174,False,True,0.4403,"{""load_images"": 1.0137, ""preprocess"": 0.378, ""masking"": 0.5888, ""feature_extraction_ms"": 39.9449, ""matching_ms"": 208.0824, ""match_impl_total"": 248.2425, ""homography"": 50.7935, ""result_creation"": 0.0695}"
aspanformer,finger,FV-USM_impostor_4,062,112,12,12,12,7,0.5833,True,0.5590,False,False,1.3012,"{""load_images"": 0.9966, ""preprocess"": 0.0468, ""masking"": 0.3554, ""inference_ms"": 214.4988, ""match_impl_total"": 215.4121, ""homography"": 1.662, ""result_creation"": 0.0651}"
deepdetect,finger,FV-USM_impostor_4,062,112,7812,7385,20,12,0.6000,True,0.6000,False,False,1.5297,"{""load_images"": 0.9634, ""preprocess"": 1.0649, ""masking"": 0.4935, ""cnn_inference_ms"": 41.5957, ""sift_descriptor_ms"": 48.6865, ""matching_ms"": 234.0616, ""match_impl_total"": 345.758, ""homography"": 1.6204, ""result_creation"": 0.0658}"
