record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
60,11k_Hands::0000019::Hand_0000446,HandGeometry\Hands\Hand_0000446.jpg,0000019,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000446"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000446.jpg"", ""irregularities"": ""0""}}"
61,11k_Hands::0000066::Hand_0010029,HandGeometry\Hands\Hand_0010029.jpg,0000066,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010029"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010029.jpg"", ""irregularities"": ""0""}}"
62,11k_Hands::0000066::Hand_0010019,HandGeometry\Hands\Hand_0010019.jpg,0000066,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010019"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010019.jpg"", ""irregularities"": ""0""}}"
63,11k_Hands::0000066::Hand_0010020,HandGeometry\Hands\Hand_0010020.jpg,0000066,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010020"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010020.jpg"", ""irregularities"": ""0""}}"
64,11k_Hands::0000066::Hand_0010018,HandGeometry\Hands\Hand_0010018.jpg,0000066,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010018"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010018.jpg"", ""irregularities"": ""0""}}"
65,11k_Hands::0000572::Hand_0000622,HandGeometry\Hands\Hand_0000622.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000622"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000622.jpg"", ""irregularities"": ""0""}}"
66,11k_Hands::0000572::Hand_0000621,HandGeometry\Hands\Hand_0000621.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000621"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000621.jpg"", ""irregularities"": ""0""}}"
67,11k_Hands::0000572::Hand_0000619,HandGeometry\Hands\Hand_0000619.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000619"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000619.jpg"", ""irregularities"": ""0""}}"
68,11k_Hands::0000572::Hand_0000620,HandGeometry\Hands\Hand_0000620.jpg,0000572,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000620"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000620.jpg"", ""irregularities"": ""0""}}"
69,11k_Hands::0000581::Hand_0008637,HandGeometry\Hands\Hand_0008637.jpg,0000581,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008637"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008637.jpg"", ""irregularities"": ""0""}}"
70,11k_Hands::0000581::Hand_0008634,HandGeometry\Hands\Hand_0008634.jpg,0000581,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008634"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008634.jpg"", ""irregularities"": ""0""}}"
71,11k_Hands::0000581::Hand_0008635,HandGeometry\Hands\Hand_0008635.jpg,0000581,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008635"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008635.jpg"", ""irregularities"": ""0""}}"
72,11k_Hands::0000581::Hand_0008633,HandGeometry\Hands\Hand_0008633.jpg,0000581,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008633"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008633.jpg"", ""irregularities"": ""0""}}"
73,11k_Hands::0001518::Hand_0001789,HandGeometry\Hands\Hand_0001789.jpg,0001518,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001789"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001789.jpg"", ""irregularities"": ""0""}}"
74,11k_Hands::0001518::Hand_0001758,HandGeometry\Hands\Hand_0001758.jpg,0001518,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001758"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001758.jpg"", ""irregularities"": ""0""}}"
75,11k_Hands::0001518::Hand_0001757,HandGeometry\Hands\Hand_0001757.jpg,0001518,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001757"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001757.jpg"", ""irregularities"": ""0""}}"
76,11k_Hands::0001518::Hand_0001787,HandGeometry\Hands\Hand_0001787.jpg,0001518,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001787"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001787.jpg"", ""irregularities"": ""0""}}"
77,11k_Hands::0001555::Hand_0002046,HandGeometry\Hands\Hand_0002046.jpg,0001555,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002046"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002046.jpg"", ""irregularities"": ""0""}}"
78,11k_Hands::0001555::Hand_0002044,HandGeometry\Hands\Hand_0002044.jpg,0001555,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002044"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002044.jpg"", ""irregularities"": ""0""}}"
79,11k_Hands::0001555::Hand_0002049,HandGeometry\Hands\Hand_0002049.jpg,0001555,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002049"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002049.jpg"", ""irregularities"": ""0""}}"
80,11k_Hands::0001555::Hand_0002045,HandGeometry\Hands\Hand_0002045.jpg,0001555,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002045"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002045.jpg"", ""irregularities"": ""0""}}"
81,11k_Hands::7000000::Hand_0009692,HandGeometry\Hands\Hand_0009692.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009692"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009692.jpg"", ""irregularities"": ""0""}}"
82,11k_Hands::7000000::Hand_0009691,HandGeometry\Hands\Hand_0009691.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009691"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009691.jpg"", ""irregularities"": ""0""}}"
83,11k_Hands::7000000::Hand_0009690,HandGeometry\Hands\Hand_0009690.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009690"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009690.jpg"", ""irregularities"": ""0""}}"
84,11k_Hands::7000000::Hand_0009693,HandGeometry\Hands\Hand_0009693.jpg,7000000,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009693"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009693.jpg"", ""irregularities"": ""0""}}"
85,11k_Hands::0001540::Hand_0002623,HandGeometry\Hands\Hand_0002623.jpg,0001540,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002623"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002623.jpg"", ""irregularities"": ""0""}}"
86,11k_Hands::0001540::Hand_0002630,HandGeometry\Hands\Hand_0002630.jpg,0001540,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002630"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002630.jpg"", ""irregularities"": ""0""}}"
87,11k_Hands::0001540::Hand_0002636,HandGeometry\Hands\Hand_0002636.jpg,0001540,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002636"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002636.jpg"", ""irregularities"": ""0""}}"
88,11k_Hands::0001540::Hand_0002642,HandGeometry\Hands\Hand_0002642.jpg,0001540,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002642"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002642.jpg"", ""irregularities"": ""0""}}"
89,11k_Hands::0000546::Hand_0003276,HandGeometry\Hands\Hand_0003276.jpg,0000546,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003276"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003276.jpg"", ""irregularities"": ""0""}}"
90,11k_Hands::0000546::Hand_0003268,HandGeometry\Hands\Hand_0003268.jpg,0000546,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003268"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003268.jpg"", ""irregularities"": ""0""}}"
91,11k_Hands::0000546::Hand_0003274,HandGeometry\Hands\Hand_0003274.jpg,0000546,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003274"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003274.jpg"", ""irregularities"": ""0""}}"
92,11k_Hands::0000546::Hand_0003272,HandGeometry\Hands\Hand_0003272.jpg,0000546,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003272"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003272.jpg"", ""irregularities"": ""0""}}"
93,11k_Hands::1000000::Hand_0009329,HandGeometry\Hands\Hand_0009329.jpg,1000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009329"", ""age"": ""70"", ""gender"": ""male"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009329.jpg"", ""irregularities"": ""1""}}"
94,11k_Hands::1000000::Hand_0009313,HandGeometry\Hands\Hand_0009313.jpg,1000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009313"", ""age"": ""70"", ""gender"": ""male"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009313.jpg"", ""irregularities"": ""1""}}"
95,11k_Hands::1000000::Hand_0009322,HandGeometry\Hands\Hand_0009322.jpg,1000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009322"", ""age"": ""70"", ""gender"": ""male"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009322.jpg"", ""irregularities"": ""1""}}"
96,11k_Hands::1000000::Hand_0009315,HandGeometry\Hands\Hand_0009315.jpg,1000000,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009315"", ""age"": ""70"", ""gender"": ""male"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009315.jpg"", ""irregularities"": ""1""}}"
97,11k_Hands::0001073::Hand_0000433,HandGeometry\Hands\Hand_0000433.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000433"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000433.jpg"", ""irregularities"": ""0""}}"
98,11k_Hands::0001073::Hand_0000431,HandGeometry\Hands\Hand_0000431.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000431"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000431.jpg"", ""irregularities"": ""0""}}"
99,11k_Hands::0001073::Hand_0000429,HandGeometry\Hands\Hand_0000429.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000429"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000429.jpg"", ""irregularities"": ""0""}}"
100,11k_Hands::0001073::Hand_0000427,HandGeometry\Hands\Hand_0000427.jpg,0001073,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000427"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000427.jpg"", ""irregularities"": ""0""}}"
101,11k_Hands::0000573::Hand_0008013,HandGeometry\Hands\Hand_0008013.jpg,0000573,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008013"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008013.jpg"", ""irregularities"": ""0""}}"
102,11k_Hands::0000573::Hand_0008015,HandGeometry\Hands\Hand_0008015.jpg,0000573,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008015"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008015.jpg"", ""irregularities"": ""0""}}"
103,11k_Hands::0000573::Hand_0008014,HandGeometry\Hands\Hand_0008014.jpg,0000573,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008014"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008014.jpg"", ""irregularities"": ""0""}}"
104,11k_Hands::0000573::Hand_0008009,HandGeometry\Hands\Hand_0008009.jpg,0000573,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008009"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008009.jpg"", ""irregularities"": ""0""}}"
105,11k_Hands::0001085::Hand_0010670,HandGeometry\Hands\Hand_0010670.jpg,0001085,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010670"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010670.jpg"", ""irregularities"": ""0""}}"
106,11k_Hands::0001085::Hand_0010664,HandGeometry\Hands\Hand_0010664.jpg,0001085,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010664"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010664.jpg"", ""irregularities"": ""0""}}"
107,11k_Hands::0001085::Hand_0010663,HandGeometry\Hands\Hand_0010663.jpg,0001085,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010663"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010663.jpg"", ""irregularities"": ""0""}}"
108,11k_Hands::0001085::Hand_0010674,HandGeometry\Hands\Hand_0010674.jpg,0001085,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010674"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010674.jpg"", ""irregularities"": ""0""}}"
109,11k_Hands::0001549::Hand_0003056,HandGeometry\Hands\Hand_0003056.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003056"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003056.jpg"", ""irregularities"": ""0""}}"
110,11k_Hands::0001549::Hand_0003048,HandGeometry\Hands\Hand_0003048.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003048"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003048.jpg"", ""irregularities"": ""0""}}"
111,11k_Hands::0001549::Hand_0003061,HandGeometry\Hands\Hand_0003061.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003061"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003061.jpg"", ""irregularities"": ""0""}}"
112,11k_Hands::0001549::Hand_0003055,HandGeometry\Hands\Hand_0003055.jpg,0001549,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003055"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003055.jpg"", ""irregularities"": ""0""}}"
113,11k_Hands::0001011::Hand_0011095,HandGeometry\Hands\Hand_0011095.jpg,0001011,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0011095"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0011095.jpg"", ""irregularities"": ""0""}}"
114,11k_Hands::0001011::Hand_0011115,HandGeometry\Hands\Hand_0011115.jpg,0001011,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0011115"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0011115.jpg"", ""irregularities"": ""0""}}"
115,11k_Hands::0001011::Hand_0011119,HandGeometry\Hands\Hand_0011119.jpg,0001011,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0011119"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0011119.jpg"", ""irregularities"": ""0""}}"
116,11k_Hands::0001011::Hand_0011096,HandGeometry\Hands\Hand_0011096.jpg,0001011,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0011096"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0011096.jpg"", ""irregularities"": ""0""}}"
117,11k_Hands::0000004::Hand_0000673,HandGeometry\Hands\Hand_0000673.jpg,0000004,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000673"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000673.jpg"", ""irregularities"": ""0""}}"
118,11k_Hands::0000004::Hand_0000680,HandGeometry\Hands\Hand_0000680.jpg,0000004,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000680"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000680.jpg"", ""irregularities"": ""0""}}"
