record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
61,11k_Hands::0000066::Hand_0010050,HandGeometry\Hands\Hand_0010050.jpg,0000066,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010050"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010050.jpg"", ""irregularities"": ""0""}}"
62,11k_Hands::0000066::Hand_0010048,HandGeometry\Hands\Hand_0010048.jpg,0000066,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010048"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010048.jpg"", ""irregularities"": ""0""}}"
63,11k_Hands::0000066::Hand_0010054,HandGeometry\Hands\Hand_0010054.jpg,0000066,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010054"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010054.jpg"", ""irregularities"": ""0""}}"
64,11k_Hands::0000066::Hand_0010045,HandGeometry\Hands\Hand_0010045.jpg,0000066,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010045"", ""age"": ""26"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010045.jpg"", ""irregularities"": ""0""}}"
65,11k_Hands::0000572::Hand_0000626,HandGeometry\Hands\Hand_0000626.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000626"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000626.jpg"", ""irregularities"": ""0""}}"
66,11k_Hands::0000572::Hand_0000628,HandGeometry\Hands\Hand_0000628.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000628"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000628.jpg"", ""irregularities"": ""0""}}"
67,11k_Hands::0000572::Hand_0000629,HandGeometry\Hands\Hand_0000629.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000629"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000629.jpg"", ""irregularities"": ""0""}}"
68,11k_Hands::0000572::Hand_0000624,HandGeometry\Hands\Hand_0000624.jpg,0000572,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000624"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000624.jpg"", ""irregularities"": ""0""}}"
69,11k_Hands::0000581::Hand_0008646,HandGeometry\Hands\Hand_0008646.jpg,0000581,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008646"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008646.jpg"", ""irregularities"": ""0""}}"
70,11k_Hands::0000581::Hand_0008662,HandGeometry\Hands\Hand_0008662.jpg,0000581,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008662"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008662.jpg"", ""irregularities"": ""0""}}"
71,11k_Hands::0000581::Hand_0008661,HandGeometry\Hands\Hand_0008661.jpg,0000581,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008661"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008661.jpg"", ""irregularities"": ""0""}}"
72,11k_Hands::0000581::Hand_0008656,HandGeometry\Hands\Hand_0008656.jpg,0000581,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008656"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008656.jpg"", ""irregularities"": ""0""}}"
73,11k_Hands::0001518::Hand_0001792,HandGeometry\Hands\Hand_0001792.jpg,0001518,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001792"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001792.jpg"", ""irregularities"": ""0""}}"
74,11k_Hands::0001518::Hand_0001793,HandGeometry\Hands\Hand_0001793.jpg,0001518,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001793"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001793.jpg"", ""irregularities"": ""0""}}"
75,11k_Hands::0001518::Hand_0001767,HandGeometry\Hands\Hand_0001767.jpg,0001518,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001767"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001767.jpg"", ""irregularities"": ""0""}}"
76,11k_Hands::0001518::Hand_0001770,HandGeometry\Hands\Hand_0001770.jpg,0001518,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001770"", ""age"": ""43"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001770.jpg"", ""irregularities"": ""0""}}"
77,11k_Hands::0001555::Hand_0002056,HandGeometry\Hands\Hand_0002056.jpg,0001555,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002056"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002056.jpg"", ""irregularities"": ""0""}}"
78,11k_Hands::0001555::Hand_0002052,HandGeometry\Hands\Hand_0002052.jpg,0001555,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002052"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002052.jpg"", ""irregularities"": ""0""}}"
79,11k_Hands::0001555::Hand_0002054,HandGeometry\Hands\Hand_0002054.jpg,0001555,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002054"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002054.jpg"", ""irregularities"": ""0""}}"
80,11k_Hands::0001555::Hand_0002053,HandGeometry\Hands\Hand_0002053.jpg,0001555,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002053"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002053.jpg"", ""irregularities"": ""0""}}"
81,11k_Hands::7000000::Hand_0009706,HandGeometry\Hands\Hand_0009706.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009706"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009706.jpg"", ""irregularities"": ""0""}}"
82,11k_Hands::7000000::Hand_0009703,HandGeometry\Hands\Hand_0009703.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009703"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009703.jpg"", ""irregularities"": ""0""}}"
83,11k_Hands::7000000::Hand_0009700,HandGeometry\Hands\Hand_0009700.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009700"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009700.jpg"", ""irregularities"": ""0""}}"
84,11k_Hands::7000000::Hand_0009704,HandGeometry\Hands\Hand_0009704.jpg,7000000,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009704"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009704.jpg"", ""irregularities"": ""0""}}"
85,11k_Hands::0001540::Hand_0002669,HandGeometry\Hands\Hand_0002669.jpg,0001540,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002669"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002669.jpg"", ""irregularities"": ""0""}}"
86,11k_Hands::0001540::Hand_0002661,HandGeometry\Hands\Hand_0002661.jpg,0001540,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002661"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002661.jpg"", ""irregularities"": ""0""}}"
87,11k_Hands::0001540::Hand_0002656,HandGeometry\Hands\Hand_0002656.jpg,0001540,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002656"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002656.jpg"", ""irregularities"": ""0""}}"
88,11k_Hands::0001540::Hand_0002658,HandGeometry\Hands\Hand_0002658.jpg,0001540,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002658"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002658.jpg"", ""irregularities"": ""0""}}"
89,11k_Hands::0000546::Hand_0003266,HandGeometry\Hands\Hand_0003266.jpg,0000546,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003266"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003266.jpg"", ""irregularities"": ""0""}}"
90,11k_Hands::0000546::Hand_0003258,HandGeometry\Hands\Hand_0003258.jpg,0000546,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003258"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003258.jpg"", ""irregularities"": ""0""}}"
91,11k_Hands::0000546::Hand_0003265,HandGeometry\Hands\Hand_0003265.jpg,0000546,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003265"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003265.jpg"", ""irregularities"": ""0""}}"
92,11k_Hands::0000546::Hand_0008337,HandGeometry\Hands\Hand_0008337.jpg,0000546,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008337"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008337.jpg"", ""irregularities"": ""0""}}"
93,11k_Hands::1100000::Hand_0009830,HandGeometry\Hands\Hand_0009830.jpg,1100000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009830"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009830.jpg"", ""irregularities"": ""0""}}"
94,11k_Hands::1100000::Hand_0009831,HandGeometry\Hands\Hand_0009831.jpg,1100000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009831"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009831.jpg"", ""irregularities"": ""0""}}"
95,11k_Hands::1100000::Hand_0009835,HandGeometry\Hands\Hand_0009835.jpg,1100000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009835"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009835.jpg"", ""irregularities"": ""0""}}"
96,11k_Hands::1100000::Hand_0009836,HandGeometry\Hands\Hand_0009836.jpg,1100000,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009836"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009836.jpg"", ""irregularities"": ""0""}}"
97,11k_Hands::0001073::Hand_0000442,HandGeometry\Hands\Hand_0000442.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000442"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000442.jpg"", ""irregularities"": ""0""}}"
98,11k_Hands::0001073::Hand_0000437,HandGeometry\Hands\Hand_0000437.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000437"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000437.jpg"", ""irregularities"": ""0""}}"
99,11k_Hands::0001073::Hand_0000440,HandGeometry\Hands\Hand_0000440.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000440"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000440.jpg"", ""irregularities"": ""0""}}"
100,11k_Hands::0001073::Hand_0000438,HandGeometry\Hands\Hand_0000438.jpg,0001073,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000438"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000438.jpg"", ""irregularities"": ""0""}}"
101,11k_Hands::0000573::Hand_0008032,HandGeometry\Hands\Hand_0008032.jpg,0000573,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008032"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008032.jpg"", ""irregularities"": ""0""}}"
102,11k_Hands::0000573::Hand_0008020,HandGeometry\Hands\Hand_0008020.jpg,0000573,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008020"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008020.jpg"", ""irregularities"": ""0""}}"
103,11k_Hands::0000573::Hand_0008029,HandGeometry\Hands\Hand_0008029.jpg,0000573,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008029"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008029.jpg"", ""irregularities"": ""0""}}"
104,11k_Hands::0000573::Hand_0008019,HandGeometry\Hands\Hand_0008019.jpg,0000573,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0008019"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0008019.jpg"", ""irregularities"": ""0""}}"
105,11k_Hands::0001085::Hand_0010682,HandGeometry\Hands\Hand_0010682.jpg,0001085,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010682"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010682.jpg"", ""irregularities"": ""0""}}"
106,11k_Hands::0001085::Hand_0010698,HandGeometry\Hands\Hand_0010698.jpg,0001085,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010698"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010698.jpg"", ""irregularities"": ""0""}}"
107,11k_Hands::0001085::Hand_0010688,HandGeometry\Hands\Hand_0010688.jpg,0001085,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010688"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010688.jpg"", ""irregularities"": ""0""}}"
108,11k_Hands::0001085::Hand_0010687,HandGeometry\Hands\Hand_0010687.jpg,0001085,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010687"", ""age"": ""28"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010687.jpg"", ""irregularities"": ""0""}}"
109,11k_Hands::0001549::Hand_0003064,HandGeometry\Hands\Hand_0003064.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003064"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003064.jpg"", ""irregularities"": ""0""}}"
110,11k_Hands::0001549::Hand_0003068,HandGeometry\Hands\Hand_0003068.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003068"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003068.jpg"", ""irregularities"": ""0""}}"
111,11k_Hands::0001549::Hand_0003063,HandGeometry\Hands\Hand_0003063.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003063"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003063.jpg"", ""irregularities"": ""0""}}"
112,11k_Hands::0001549::Hand_0003065,HandGeometry\Hands\Hand_0003065.jpg,0001549,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0003065"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0003065.jpg"", ""irregularities"": ""0""}}"
113,11k_Hands::0001011::Hand_0011106,HandGeometry\Hands\Hand_0011106.jpg,0001011,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0011106"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0011106.jpg"", ""irregularities"": ""0""}}"
114,11k_Hands::0001011::Hand_0011138,HandGeometry\Hands\Hand_0011138.jpg,0001011,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0011138"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0011138.jpg"", ""irregularities"": ""0""}}"
115,11k_Hands::0001011::Hand_0011112,HandGeometry\Hands\Hand_0011112.jpg,0001011,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0011112"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0011112.jpg"", ""irregularities"": ""0""}}"
116,11k_Hands::0001011::Hand_0011111,HandGeometry\Hands\Hand_0011111.jpg,0001011,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0011111"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0011111.jpg"", ""irregularities"": ""0""}}"
117,11k_Hands::0000008::Hand_0000244,HandGeometry\Hands\Hand_0000244.jpg,0000008,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000244"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000244.jpg"", ""irregularities"": ""0""}}"
118,11k_Hands::0000008::Hand_0000245,HandGeometry\Hands\Hand_0000245.jpg,0000008,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000245"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000245.jpg"", ""irregularities"": ""0""}}"
119,11k_Hands::0000008::Hand_0000246,HandGeometry\Hands\Hand_0000246.jpg,0000008,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000246"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000246.jpg"", ""irregularities"": ""0""}}"
120,11k_Hands::0000008::Hand_0000243,HandGeometry\Hands\Hand_0000243.jpg,0000008,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000243"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000243.jpg"", ""irregularities"": ""0""}}"
