matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
sift,iris,AMF-Iris_impostor_2,kamal,anas,18,53,3,0,,False,,False,True,,"{""load_images"": 1.4452, ""preprocess"": 0.252, ""masking"": 7.9362, ""feature_extraction_ms"": 97.5795, ""matching_ms"": 0.9472, ""match_impl_total"": 98.6379, ""homography"": 0.0111, ""result_creation"": 0.0409}"
sift-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,444,509,9,4,0.4444,False,0.4073,False,True,0.0000,"{""load_images"": 2.1552, ""preprocess"": 0.2309, ""masking"": 8.6251, ""feature_extraction_ms"": 120.857, ""matching_ms"": 12.9855, ""match_impl_total"": 134.2005, ""homography"": 3.7875, ""result_creation"": 0.0643}"
superglue,iris,AMF-Iris_impostor_2,kamal,anas,182,181,25,8,0.3200,False,0.3098,False,True,0.8143,"{""load_images"": 2.8976, ""preprocess"": 0.8899, ""masking"": 8.7354, ""inference_ms"": 220.6998, ""match_impl_total"": 226.2259, ""homography"": 12.9968, ""result_creation"": 0.0644}"
superglue-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,369,368,102,22,0.2157,True,0.2074,False,False,2.2740,"{""load_images"": 2.8856, ""preprocess"": 0.5658, ""masking"": 10.2035, ""inference_ms"": 267.5277, ""match_impl_total"": 278.8742, ""homography"": 50.1562, ""result_creation"": 0.065}"
sgmnet,iris,AMF-Iris_impostor_2,kamal,anas,1342,1314,51,8,0.1569,False,0.1519,False,True,1.2849,"{""load_images"": 2.1205, ""preprocess"": 0.5423, ""masking"": 11.0732, ""feature_extraction_ms"": 159.4645, ""matching_ms"": 326.2569, ""match_impl_total"": 486.4212, ""homography"": 50.3806, ""result_creation"": 0.0675}"
sgmnet-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,1342,1314,182,10,0.0549,False,0.0540,False,True,1.0301,"{""load_images"": 2.1306, ""preprocess"": 0.2113, ""masking"": 10.7372, ""feature_extraction_ms"": 147.5175, ""matching_ms"": 378.4783, ""match_impl_total"": 526.6252, ""homography"": 51.7723, ""result_creation"": 0.0665}"
aspanformer,iris,AMF-Iris_impostor_2,kamal,anas,211,211,211,85,0.4028,False,0.3935,False,True,1.9709,"{""load_images"": 1.3422, ""preprocess"": 0.0492, ""masking"": 10.1264, ""inference_ms"": 1375.6106, ""match_impl_total"": 1379.3436, ""homography"": 5.7148, ""result_creation"": 0.0628}"
deepdetect,iris,AMF-Iris_impostor_2,kamal,anas,7177,9582,18,17,0.9444,True,0.9444,False,False,0.4820,"{""load_images"": 1.4073, ""preprocess"": 0.6949, ""masking"": 5.741, ""cnn_inference_ms"": 40.6392, ""sift_descriptor_ms"": 56.187, ""matching_ms"": 251.1567, ""match_impl_total"": 377.2928, ""homography"": 0.6292, ""result_creation"": 0.0642}"
loftr,iris,AMF-Iris_impostor_3,khaleel,ameer,417,417,417,75,0.1799,False,0.1711,False,True,2.5005,"{""load_images"": 1.7524, ""preprocess"": 0.2121, ""masking"": 8.528, ""inference_ms"": 1056.2336, ""match_impl_total"": 1059.5438, ""homography"": 56.9512, ""result_creation"": 0.0663}"
orb,iris,AMF-Iris_impostor_3,khaleel,ameer,138,39,13,0,,False,,False,True,,"{""load_images"": 1.4183, ""preprocess"": 0.5009, ""masking"": 9.7287, ""feature_extraction_ms"": 9.016, ""matching_ms"": 0.3812, ""match_impl_total"": 9.4714, ""homography"": 2.0307, ""result_creation"": 0.0606}"
orb-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,3586,2340,45,0,,False,,False,True,,"{""load_images"": 1.6773, ""preprocess"": 0.2525, ""masking"": 8.4043, ""feature_extraction_ms"": 36.8771, ""matching_ms"": 55.5381, ""match_impl_total"": 92.5088, ""homography"": 50.9617, ""result_creation"": 0.0302}"
sift,iris,AMF-Iris_impostor_3,khaleel,ameer,47,17,8,4,0.5000,True,0.4583,False,False,0.0000,"{""load_images"": 1.3427, ""preprocess"": 0.2058, ""masking"": 9.0765, ""feature_extraction_ms"": 96.8735, ""matching_ms"": 0.5453, ""match_impl_total"": 97.5421, ""homography"": 2.5039, ""result_creation"": 0.0646}"
sift-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,603,418,16,0,,False,,False,True,,"{""load_images"": 2.0139, ""preprocess"": 0.2122, ""masking"": 8.6528, ""feature_extraction_ms"": 117.7739, ""matching_ms"": 13.9977, ""match_impl_total"": 132.1426, ""homography"": 15.2037, ""result_creation"": 0.0317}"
superglue,iris,AMF-Iris_impostor_3,khaleel,ameer,167,131,54,15,0.2778,False,0.2707,False,True,1.9430,"{""load_images"": 3.1182, ""preprocess"": 0.9302, ""masking"": 9.4028, ""inference_ms"": 219.5095, ""match_impl_total"": 224.9337, ""homography"": 22.9835, ""result_creation"": 0.0653}"
superglue-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,364,288,135,31,0.2296,True,0.2288,False,False,1.5684,"{""load_images"": 2.8861, ""preprocess"": 0.889, ""masking"": 12.1647, ""inference_ms"": 259.3652, ""match_impl_total"": 265.1457, ""homography"": 48.8999, ""result_creation"": 0.068}"
sgmnet,iris,AMF-Iris_impostor_3,khaleel,ameer,1475,1542,96,11,0.1146,False,0.1131,False,True,0.7861,"{""load_images"": 1.3496, ""preprocess"": 0.5299, ""masking"": 9.7772, ""feature_extraction_ms"": 166.1385, ""matching_ms"": 382.7345, ""match_impl_total"": 549.5476, ""homography"": 50.8316, ""result_creation"": 0.0685}"
sgmnet-fingervein,iris,AMF-Iris_impostor_3,khaleel,ameer,1475,1542,190,8,0.0421,False,0.0408,False,True,1.0258,"{""load_images"": 2.0255, ""preprocess"": 0.2076, ""masking"": 8.1916, ""feature_extraction_ms"": 151.109, ""matching_ms"": 452.0486, ""match_impl_total"": 603.7378, ""homography"": 52.5467, ""result_creation"": 0.0807}"
aspanformer,iris,AMF-Iris_impostor_3,khaleel,ameer,333,333,333,157,0.4715,True,0.4715,False,False,1.3265,"{""load_images"": 1.4364, ""preprocess"": 0.0505, ""masking"": 8.9538, ""inference_ms"": 1427.1927, ""match_impl_total"": 1430.9443, ""homography"": 3.2954, ""result_creation"": 0.0653}"
deepdetect,iris,AMF-Iris_impostor_3,khaleel,ameer,8107,7411,3,0,,False,,False,True,,"{""load_images"": 1.4086, ""preprocess"": 0.7504, ""masking"": 5.7511, ""cnn_inference_ms"": 40.4528, ""sift_descriptor_ms"": 52.4828, ""matching_ms"": 237.9667, ""match_impl_total"": 360.0561, ""homography"": 0.0123, ""result_creation"": 0.0418}"
loftr,iris,AMF-Iris_impostor_4,kamal,marwan,57,57,57,17,0.2982,False,0.2935,False,True,1.7813,"{""load_images"": 1.6876, ""preprocess"": 0.2503, ""masking"": 8.5069, ""inference_ms"": 876.5205, ""match_impl_total"": 879.211, ""homography"": 19.4521, ""result_creation"": 0.0701}"
orb,iris,AMF-Iris_impostor_4,kamal,marwan,36,45,2,0,,False,,False,True,,"{""load_images"": 1.7266, ""preprocess"": 0.5783, ""masking"": 9.6269, ""feature_extraction_ms"": 9.2042, ""matching_ms"": 0.273, ""match_impl_total"": 9.5451, ""homography"": 0.0117, ""result_creation"": 0.0301}"
orb-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,2395,1568,28,0,,False,,False,True,,"{""load_images"": 1.9355, ""preprocess"": 0.5817, ""masking"": 9.1639, ""feature_extraction_ms"": 32.957, ""matching_ms"": 26.55, ""match_impl_total"": 59.5982, ""homography"": 37.047, ""result_creation"": 0.0346}"
sift,iris,AMF-Iris_impostor_4,kamal,marwan,18,7,0,0,,False,,False,True,,"{""load_images"": 1.4489, ""preprocess"": 0.2336, ""masking"": 8.5855, ""feature_extraction_ms"": 100.0153, ""matching_ms"": 0.1696, ""match_impl_total"": 100.2902, ""homography"": 0.0114, ""result_creation"": 0.0309}"
sift-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,444,199,11,0,,False,,False,True,,"{""load_images"": 2.1731, ""preprocess"": 0.2618, ""masking"": 8.3752, ""feature_extraction_ms"": 116.4099, ""matching_ms"": 9.2047, ""match_impl_total"": 126.0684, ""homography"": 8.3217, ""result_creation"": 0.0329}"
superglue,iris,AMF-Iris_impostor_4,kamal,marwan,182,133,8,6,0.7500,True,0.7039,False,False,1.6635,"{""load_images"": 3.13, ""preprocess"": 0.9726, ""masking"": 10.9634, ""inference_ms"": 219.3006, ""match_impl_total"": 226.2951, ""homography"": 0.9037, ""result_creation"": 0.0642}"
superglue-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,369,279,95,23,0.2421,True,0.2419,False,False,1.5158,"{""load_images"": 2.9494, ""preprocess"": 0.9054, ""masking"": 11.5572, ""inference_ms"": 267.5561, ""match_impl_total"": 273.3868, ""homography"": 38.9929, ""result_creation"": 0.065}"
sgmnet,iris,AMF-Iris_impostor_4,kamal,marwan,1342,1697,13,6,0.4615,True,0.4367,False,False,0.7376,"{""load_images"": 2.9619, ""preprocess"": 0.9005, ""masking"": 12.4178, ""feature_extraction_ms"": 157.0175, ""matching_ms"": 363.9629, ""match_impl_total"": 521.6035, ""homography"": 3.2688, ""result_creation"": 0.0666}"
sgmnet-fingervein,iris,AMF-Iris_impostor_4,kamal,marwan,1342,1697,157,9,0.0573,False,0.0560,False,True,0.7197,"{""load_images"": 1.6917, ""preprocess"": 0.2106, ""masking"": 8.2519, ""feature_extraction_ms"": 154.6663, ""matching_ms"": 433.7714, ""match_impl_total"": 589.2585, ""homography"": 52.1573, ""result_creation"": 0.0663}"
aspanformer,iris,AMF-Iris_impostor_4,kamal,marwan,57,57,57,28,0.4912,True,0.4911,False,False,1.5048,"{""load_images"": 1.4657, ""preprocess"": 0.0518, ""masking"": 8.9888, ""inference_ms"": 1325.5567, ""match_impl_total"": 1328.7994, ""homography"": 2.8611, ""result_creation"": 0.0658}"
deepdetect,iris,AMF-Iris_impostor_4,kamal,marwan,7177,8095,9,0,,False,,False,True,,"{""load_images"": 1.4089, ""preprocess"": 0.6706, ""masking"": 5.8086, ""cnn_inference_ms"": 40.5145, ""sift_descriptor_ms"": 51.1781, ""matching_ms"": 227.2627, ""match_impl_total"": 347.9512, ""homography"": 0.6053, ""result_creation"": 0.0382}"
